Month,DayofMonth,DayOfWeek,ArrDelay,DepDelay,Origin,Dest,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1,13,5,-27,4,PIT,LAX,2136,0,0,0,0,0
1,13,5,24,43,PIT,LAX,2136,24,0,0,0,0
1,13,5,27,-5,PIT,LGA,335,0,0,27,0,0
1,13,5,100,-3,PIT,LGA,335,0,0,100,0,0
1,13,5,2,-11,PIT,LGA,335,0,0,0,0,0
1,13,5,54,48,PIT,LGA,335,0,0,54,0,0
1,13,5,-7,-2,PIT,MCO,834,0,0,0,0,0
1,13,5,31,26,PIT,MCO,834,26,0,5,0,0
1,13,5,27,27,PIT,MCO,834,5,0,0,0,22
1,13,5,41,14,PIT,MCO,834,14,0,27,0,0
1,13,5,-2,-3,PIT,MCO,834,0,0,0,0,0
1,13,5,7,10,PIT,MIA,1013,0,0,0,0,0
1,13,5,-19,-4,PIT,ORD,412,0,0,0,0,0
1,13,5,25,27,PIT,ORD,412,10,0,0,0,15
1,13,5,-9,-3,PIT,ORD,412,0,0,0,0,0
1,13,5,35,45,PIT,ORD,412,4,0,22,0,9
1,13,5,-5,-3,PIT,PBI,952,0,0,0,0,0
1,13,5,15,-4,PIT,PHL,267,0,0,15,0,0
1,13,5,35,24,PIT,PHL,267,3,0,11,0,21
1,13,5,5,4,PIT,PHL,267,0,0,0,0,0
1,13,5,29,28,PIT,PHL,267,0,0,29,0,0
1,13,5,75,-4,PIT,PHL,267,0,0,75,0,0
1,13,5,40,28,PIT,PHL,267,0,0,40,0,0
1,13,5,-17,-2,PIT,PHL,267,0,0,0,0,0
1,13,5,105,108,PIT,PHL,267,3,0,0,0,102
1,13,5,122,0,PIT,PHL,267,0,0,122,0,0
1,13,5,12,-1,PIT,PHL,267,0,0,0,0,0
1,13,5,-13,6,PIT,PHX,1813,0,0,0,0,0
1,13,5,-1,25,PIT,PHX,1813,0,0,0,0,0
1,13,5,-3,10,PIT,PHX,1813,0,0,0,0,0
1,13,5,4,0,PIT,RSW,966,0,0,0,0,0
1,13,5,-13,6,PIT,SFO,2254,0,0,0,0,0
1,13,5,-8,-3,PIT,TPA,873,0,0,0,0,0
1,13,5,2,0,PIT,TPA,873,0,0,0,0,0
1,13,5,8,4,PIT,TPA,873,0,0,0,0,0
1,13,5,-14,-9,RSW,PIT,966,0,0,0,0,0
1,13,5,1,6,SFO,PIT,2254,0,0,0,0,0
1,13,5,-20,-10,TPA,PIT,873,0,0,0,0,0
1,13,5,-14,-4,TPA,PIT,873,0,0,0,0,0
1,13,5,4,13,TPA,PIT,873,0,0,0,0,0
1,14,6,-19,-8,BOS,PIT,496,0,0,0,0,0
1,14,6,-8,-2,BOS,PIT,496,0,0,0,0,0
1,14,6,11,14,CLT,PIT,366,0,0,0,0,0
1,14,6,6,5,CLT,PIT,366,0,0,0,0,0
1,14,6,29,27,CLT,PIT,366,16,0,2,0,11
1,14,6,16,6,CLT,PIT,366,0,0,13,0,3
1,14,6,-11,0,DCA,PIT,205,0,0,0,0,0
1,14,6,18,23,DCA,PIT,205,0,0,0,0,18
1,14,6,69,71,DCA,PIT,205,69,0,0,0,0
1,14,6,-4,-1,DEN,PIT,1290,0,0,0,0,0
1,14,6,-3,-5,DEN,PIT,1290,0,0,0,0,0
1,14,6,18,-4,FLL,PIT,994,0,0,18,0,0
1,14,6,5,1,FLL,PIT,994,0,0,0,0,0
1,14,6,-4,-6,LAS,PIT,1910,0,0,0,0,0
1,14,6,-26,-2,LAS,PIT,1910,0,0,0,0,0
1,14,6,-21,-5,LGA,PIT,335,0,0,0,0,0
1,14,6,130,67,MCO,PIT,834,15,0,63,0,52
1,14,6,209,196,MCO,PIT,834,5,0,13,0,191
1,14,6,-10,0,MCO,PIT,834,0,0,0,0,0
1,14,6,27,0,MCO,PIT,834,0,0,27,0,0
1,14,6,5,-4,MIA,PIT,1013,0,0,0,0,0
1,14,6,-21,-12,ORD,PIT,412,0,0,0,0,0
1,14,6,10,-5,PBI,PIT,952,0,0,0,0,0
1,14,6,-5,-5,PHL,PIT,267,0,0,0,0,0
1,14,6,14,22,PHL,PIT,267,0,0,0,0,0
1,14,6,22,9,PHL,PIT,267,9,0,13,0,0
1,14,6,-3,14,PHL,PIT,267,0,0,0,0,0
1,14,6,25,12,PHL,PIT,267,1,0,13,0,11
1,14,6,1,-1,PHX,PIT,1813,0,0,0,0,0
1,14,6,-12,-3,PHX,PIT,1813,0,0,0,0,0
1,14,6,-6,-4,PIT,BOS,496,0,0,0,0,0
1,14,6,-1,-3,PIT,CLT,366,0,0,0,0,0
1,14,6,-10,-5,PIT,CLT,366,0,0,0,0,0
1,14,6,-1,-5,PIT,CLT,366,0,0,0,0,0
1,14,6,-2,0,PIT,CLT,366,0,0,0,0,0
1,14,6,-7,-7,PIT,DCA,205,0,0,0,0,0
1,14,6,6,-3,PIT,DCA,205,0,0,0,0,0
1,14,6,5,2,PIT,DEN,1290,0,0,0,0,0
1,14,6,-19,-7,PIT,DEN,1290,0,0,0,0,0
1,14,6,121,153,PIT,FLL,994,0,0,0,0,121
1,14,6,-15,1,PIT,FLL,994,0,0,0,0,0
1,14,6,32,27,PIT,LAS,1910,27,0,5,0,0
1,14,6,15,7,PIT,LAS,1910,7,0,8,0,0
1,14,6,17,-4,PIT,LGA,335,0,0,17,0,0
1,14,6,13,-5,PIT,MCO,834,0,0,0,0,0
1,14,6,-11,-3,PIT,MCO,834,0,0,0,0,0
1,14,6,12,14,PIT,MCO,834,0,0,0,0,0
1,14,6,,0,PIT,MCO,834,0,0,0,0,0
1,14,6,-4,0,PIT,MIA,1013,0,0,0,0,0
1,14,6,-10,-1,PIT,PBI,952,0,0,0,0,0
1,14,6,43,52,PIT,PHL,267,0,0,13,0,30
1,14,6,8,-5,PIT,PHL,267,0,0,0,0,0
1,14,6,64,65,PIT,PHL,267,0,0,62,0,2
1,14,6,21,-2,PIT,PHL,267,0,0,21,0,0
1,14,6,23,-2,PIT,PHL,267,0,0,23,0,0
1,14,6,20,4,PIT,PHL,267,0,0,20,0,0
1,14,6,86,80,PIT,PHL,267,80,0,6,0,0
1,14,6,-24,2,PIT,PHX,1813,0,0,0,0,0
1,14,6,-4,9,PIT,PHX,1813,0,0,0,0,0
1,14,6,5,1,PIT,RSW,966,0,0,0,0,0
1,14,6,21,5,PIT,SJU,1739,0,0,21,0,0
1,14,6,-3,-3,PIT,TPA,873,0,0,0,0,0
1,14,6,-2,2,PIT,TPA,873,0,0,0,0,0
1,14,6,-21,-1,PIT,TPA,873,0,0,0,0,0
1,14,6,22,5,RSW,PIT,966,0,0,22,0,0
1,14,6,13,0,SJU,PIT,1739,0,0,0,0,0
1,14,6,12,-4,TPA,PIT,873,0,0,0,0,0
1,14,6,3,3,TPA,PIT,873,0,0,0,0,0
1,15,7,-1,6,BDL,PIT,406,0,0,0,0,0
1,15,7,2,1,BOS,PIT,496,0,0,0,0,0
1,15,7,41,9,BOS,PIT,496,9,0,32,0,0
1,15,7,23,24,CLT,PIT,366,15,0,0,0,8
1,15,7,-10,-5,CLT,PIT,366,0,0,0,0,0
1,15,7,-4,-2,CLT,PIT,366,0,0,0,0,0
1,15,7,3,0,CLT,PIT,366,0,0,0,0,0
1,15,7,0,-3,CLT,PIT,366,0,0,0,0,0
1,15,7,18,18,CLT,PIT,366,18,0,0,0,0
1,15,7,-7,1,DCA,PIT,205,0,0,0,0,0
1,15,7,15,26,DCA,PIT,205,0,0,0,0,15
1,15,7,97,103,DCA,PIT,205,35,0,0,0,62
1,15,7,-20,-6,DEN,PIT,1290,0,0,0,0,0
1,15,7,-12,-5,DEN,PIT,1290,0,0,0,0,0
1,15,7,4,0,FLL,PIT,994,0,0,0,0,0
1,15,7,1,0,FLL,PIT,994,0,0,0,0,0
1,15,7,-23,-9,LAS,PIT,1910,0,0,0,0,0
1,15,7,1,0,LAS,PIT,1910,0,0,0,0,0
1,15,7,30,12,LAS,PIT,1910,12,0,18,0,0
1,15,7,-23,2,LAX,PIT,2136,0,0,0,0,0
1,15,7,-17,-5,LAX,PIT,2136,0,0,0,0,0
1,15,7,19,-7,LGA,PIT,335,0,0,19,0,0
1,15,7,15,-5,LGA,PIT,335,0,0,15,0,0
1,15,7,-5,-6,LGA,PIT,335,0,0,0,0,0
1,15,7,-1,-3,LGA,PIT,335,0,0,0,0,0
1,15,7,6,-4,MCO,PIT,834,0,0,0,0,0
1,15,7,6,-2,MCO,PIT,834,0,0,0,0,0
1,15,7,14,-2,MCO,PIT,834,0,0,0,0,0
1,15,7,4,1,MCO,PIT,834,0,0,0,0,0
1,15,7,19,-3,MCO,PIT,834,0,0,19,0,0
1,15,7,10,0,MIA,PIT,1013,0,0,0,0,0
1,15,7,-14,-6,ORD,PIT,412,0,0,0,0,0
1,15,7,16,14,ORD,PIT,412,0,0,2,0,14
1,15,7,-17,-5,ORD,PIT,412,0,0,0,0,0
1,15,7,-3,-7,PBI,PIT,952,0,0,0,0,0
1,15,7,-4,-4,PHL,PIT,267,0,0,0,0,0
1,15,7,15,22,PHL,PIT,267,2,0,0,0,13
1,15,7,-17,-3,PHL,PIT,267,0,0,0,0,0
1,15,7,-12,-1,PHL,PIT,267,0,0,0,0,0
1,15,7,37,69,PHL,PIT,267,0,0,0,0,37
1,15,7,-14,0,PHL,PIT,267,0,0,0,0,0
1,15,7,-8,5,PHL,PIT,267,0,0,0,0,0
1,15,7,-10,-2,PHL,PIT,267,0,0,0,0,0
1,15,7,-3,5,PHL,PIT,267,0,0,0,0,0
1,15,7,-24,-5,PHL,PIT,267,0,0,0,0,0
1,15,7,-19,-3,PHX,PIT,1813,0,0,0,0,0
1,15,7,-28,-2,PHX,PIT,1813,0,0,0,0,0
1,15,7,-5,-1,PHX,PIT,1813,0,0,0,0,0
1,15,7,26,19,PIT,BDL,406,19,0,7,0,0
1,15,7,-2,0,PIT,BOS,496,0,0,0,0,0
1,15,7,6,-8,PIT,BOS,496,0,0,0,0,0
1,15,7,0,-5,PIT,CLT,366,0,0,0,0,0
1,15,7,-17,-4,PIT,CLT,366,0,0,0,0,0
1,15,7,-7,-1,PIT,CLT,366,0,0,0,0,0
1,15,7,-4,-2,PIT,CLT,366,0,0,0,0,0
